text,image,label,event_label
紧急通知！紧急通知！经辽宁省地震局公布，于2015年8月4日，15：30时左右鞍山，海城，盘锦，营口地区会出现5.8级地震，望广大个城市人民做好防范准备，辽宁省鞍山市地震情报局2015年8月4日12：21分,0063g0ffjw1euqixy7ts8j30ku112ae9.jpg,fake,6
寻人启事 13940292999。有线索酬金10万 帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人宁继春13940292999,9a592597jw1es9t4rmbuyj20hs0nqq5m.jpg,fake,6
市中医院王晓燕主任真心的呼吁有小宝贝 退热治疗商品名瑞芝清工作以来已经遇见五例这样的病人发生瑞氏综合症，四个抢救无效死亡昨夜又一个小天使离开希望告诉有宝宝的朋友们此药已禁止十二岁以下的儿童使用小孩发热不要用尼美舒利颗粒药功德无量就是那种小条装泡起来是黄色的那种 2北滨一路,b9c2f74djw1ekoru1kr8kj20hr0amdgv.jpg,fake,8
【中国双休日的来历】 1994年前后，中美入世谈判最艰难的时刻，美方突然向中方提出：在全世界都实行双休日的今天，中国必须尊重**，也给中国人双休日，并把这一项作为入世条件之一。1995年5月1日后起我国开始实行双休日工作制~！,79f116f6jw1dzoayy2x0cj.jpg,fake,2
通知：妇幼保健院提示，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！,a6fc43c3jw1erx7ugm8bwj20hq0vkjul.jpg,fake,1
妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的，都含有肉毒杆菌。现在紧急召回 [抓 望家长朋友们爱 O网页链接,005FiZIhjw1equy41hf0tj307s07sdg9.jpg,fake,1
北京时间3月20日消息，在《神医喜来乐》中扮演喜来乐一角的李保田于3月20日下午4点25分病逝于山东千佛山医院，享年68岁。如果他给你的生活带去了无数的欢乐，如果你觉得他是无可超越的幽默与经典，请默默的转发吧！让更多的人祝愿李保田先生一路走好！！,7e059237jw1e2wgph8u3aj.jpg,fake,9
#宝宝饮食# 这条消息被大家疯狂转载:现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。不管怎样，少给孩子喝饮料总归是对,7d1d6a48jw1es9b9j87yij20sg0rctbk.jpg,fake,1
【一个死囚的40分钟 “天价”生命】54岁的美国死囚乔·哈里斯，应在2012年11月27日下午两点执行死刑，死前最后一餐，这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了，早死了40分钟。其亲属因此状告监狱，明知高血压还让喝酒，让他丧失了40分钟的美好生命。最后，官司赢了，亲属获赔350万美元。(转),4aa5b28ctw1e4pxk0fsx7j208a04z74g.jpg,fake,9
c‘/ 帮忙！转发！ 求扩散，今天上午朋友同事的女儿在大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是我们同事女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！(转发)&nbsp;&nbsp;&nbsp;&nbsp;@沈阳晚报,8956bcc9jw1e6ozbgzf6mj20hs0pwq5n.jpg,fake,6
#天津塘沽大爆炸#有一种友情叫：“你爸就是我爸” ；有一种爱情叫：“我爱你，如果能活着” ；有一种亲情叫：“妈我走了” ；有一种敬业叫：“队长，火灭了吗？”；有一种牺牲叫鞠躬尽瘁，马革裹尸！让我们一起向英雄致敬！@昆明理工大学团委,a2b90c5ajw1ev2bq8e6ugj20k00m0tac.jpg,fake,6
北京时间3月12日消息，在83版《西游记》中扮演孙悟空的演员六小龄童（章金莱），3月12日早上八点半病逝于浙江绍兴慈济医院，享年53岁。如果他给你的童年带去了无数欢乐，如果你觉得他是无可超越的经典，请默默的转发，让更多人祝愿猴哥一路走好！！！,926f5217jw1e2nydlro2wj.jpg,fake,6
妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！ &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2友谊北大街,a660d683jw1er0au4zbgtj20xc18gtju.jpg,fake,1
捡到粗心小朋友的高考准考证，谁认识通知下，别耽误了高考大事。&nbsp;&nbsp;&nbsp;白娅倩&nbsp;&nbsp;&nbsp;考点市一中&nbsp;&nbsp;&nbsp;&nbsp;考场013&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;座号11&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;准考证号204101311／请大家帮忙互相转发，别耽误了孩子高考！联系电话138-3046-8131 转发一下 ，求扩散！看到&nbsp;&nbsp;必须转发&nbsp;&nbsp;传递正能量,7a3e31f7jw1e5fs7nvdf5j20bu0hs0ub.jpg,fake,9
请看到帮忙转发谢谢:曾祺轩妈妈 寻人帮忙扩散，今天上午三岁多小女孩在高新开发区怡馨家园小区附近被人拐走了，小女孩能准确说出她爸爸的手机号码，从监控上看是被一个四十多岁男人抱走了，现大人急疯了，有知情者请告之，感谢！联系人:郑春蓉13969597919（转朋友）@陈坤 @舒淇 2岙底胡路,59da59ecjw1elfqqzoq57j20hs0nrtaf.jpg,fake,6
寻人启事：吴梦月，女，3岁：失踪日期：2015年4月09日下午2点左右，失踪地点：国贸新天地门口。孩子要方便。老人包里翻纸的功夫。家人愿意把价值50万房子卖掉给予酬金：跪求天下所有的好心人帮忙转发扩散。举手之劳。愿所有好心人一生平安。知情联系电话.15885896808。&nbsp;&nbsp;这么可爱的女孩，求大家转发,bb371a09jw1es7nevnoz2j20e60e63zz.jpg,fake,9
【别拿老太不当大款】广东一老太去银行柜台取500元，遭拒绝，柜台小姐说这点钱去ATM取。老太把卡扔过去，要求把钱全取出来。柜台小姐一查，吓得连忙点头哈腰：“这位奶奶不好意思，我们没那么多现钱。”最后取出30万，老太抽出500元，再存299500元。你猜老太卡里有多少钱？2个亿！O广东老太柜台取500元遭拒 亮存款2亿震惊服务员(图),59592978gw1eo7z913ir4j20c00e3q3z.jpg,fake,9
寻人启事 13940292999。有线索酬金10万 帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 O网页链接,9211e782jw1er8x3x7jghj20hq0vkdfz.jpg,fake,6
现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转！！,7d6c423fjw1es4r6qfrmqj20780a0t8q.jpg,fake,1
110已证实不是假的！紧急通知：家里有孩子的 大人都看好了，江苏省来了1000多外地人 专偷小孩抢小孩的 苏州已丢20多个，已解剖7个拿走器官！今天学校也给家长开会呢，说凡是街上转悠，跟到家门口楼下就走了，面包车，收粮食的车，收旧家电的，人带黑口罩，穿黑裤子，有问路的千万别停下，不要理会,a5774261jw1etj1xtcskzj20nr0hs40r.jpg,fake,6
英国《每日邮报》：国务卿希拉里因不满老公克林顿私生活泛滥，其助手近日披露了她目前的糜烂生活——从狂野的性生活到对要求男性性伴侣服用春药、使用增强性功能等药物。29岁的助手曾为希拉里服务7年，他在接受英国媒体采访时透露：“她每天都会和4到5名男子发生关系，这已经成为她的一大嗜好。”,670ccf7ajw1dw22ke980cj.jpg,fake,8
#女神祛痘祛痘印# 都是滦南人。大家都帮忙 寻人启事 13888033164。有线索酬金10万 帮忙扩散，今天上午一个十多岁小男孩在滦南县锦绣花园小区附近被人拐走了，小男孩能说出他的名字……汪雄～从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下,005KdoX8jw1esho4aqxbqj318g0rsn3t.jpg,fake,6
据爆料，给留几手、郑渊洁、何润东等每人10万元让他们在同一时间发微博黑苹果品牌的某公关公司受雇于三星。@郑渊洁 20:20准时发，@叫兽易小星 20:21发，@留几手 20:23发，误差3分钟，@何润东 删了又发，发了又删，猪一样的队友！大约0点26分发。,6a31d559jw1e2qxa7chyrj.jpg,fake,9
【 曝李天一第一个与女子发生关系 不构成轮奸 】　李双江之子李天一涉嫌强奸罪于7日被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因第一个与被害女子发生性关系，不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。,9b7348ddjw1e2k5ht0rqlj.jpg,fake,0
我在看【女学生跳楼前，写给全体教师的一封信，句句戳心，看过的人没有不落泪的...】，分享给你，快来看！ O女学生跳楼前，写给全体教师的一封信，句句戳心，看过的人没有不落泪的...,b0641bd1jw1eqjaacvhs7j20go0gojuf.jpg,fake,7
“哪个学生要是敢翻到教学楼二楼走廊栏杆外，跳下去，就当场奖励50元。” ——【汉阳司法局16日披露一起惊人事件：汉阳一小学班主任悬赏50元怂恿学生从二楼跳下，一四年级学生经不住诱惑跳下把腿摔断。】,537a125djw1ekfoe0j3qjj20k007ewfk.jpg,fake,6
今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款。,7411ae9fjw1dthk5q8eboj.jpg,fake,9
@晓痘 前几天家乐福发生突发事件所有出入口封闭，不许进不许出，原因是一名女士在结账时跟在身边的孩子突然失踪，幸亏及时报警，家乐福立刻封闭所有出入口寻找，后来在二楼卫生间找到，头发被剃光衣服被换掉，人口贩子不知去向，团伙作案手法迅速，年关将至，请大家出入公共场合务必带好孩子 。,670ccf7ajw1dzq0jj5ed9j.jpg,fake,8
今天，小日本通过钓鱼岛国有化，无视中国主权，当初中国人拍的《金陵十三钗》在小鬼子的票房为零。小日本拍的《贞子》3D将于9月12日在中国大陆上映。而9月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让 贞子3D 9月12日票房为零。恳请转发！ 我在:2四平路,6debccd7jw1dwtlcr7790j.jpg,fake,9
寻人启事帮忙扩散，今天上午一个三岁多女孩在沃尔玛附近被四十多岁男人拐走了，女孩能说出她爸爸的手机号码，现大人都急疯了，知情者请告之，万分感谢，看到信息的兄弟姐妹多留意，联系人张静杰13759695559，请你伸出手指按3秒，看到就转转吧 我们都会有孩子的，谢谢你! 2проспект Красного Знамени,005CUyAfjw1ep5s91r5nuj30hs0o6abh.jpg,fake,6
曾祺轩妈妈寻人 13969597919帮忙扩散，今天上午一个三岁多小女孩在高新开发区怡馨家园小区附近被人拐走了，小女孩能准确 说出她爸爸的手机号码，从监控上看是&nbsp;&nbsp;&nbsp;被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！看到信息的兄弟姐妹留意一下！ 联系人:郑春蓉13969 597919,893976fdjw1enp5m7oicoj20dc0nq40y.jpg,fake,6
【赶紧牢记下】新交规施行：闯红灯记6分，罚100元。酒驾记12分、5年内不得再考取驾照。不系安全带记3分，罚100元。副驾不系安全带记1分，罚50元。行驶中拨打手机记3分，罚100元。行驶中抽烟记1分，罚100元。有意遮挡号牌记12分，顶额处罚。超速驾驶记6分。副驾驶有不满14周岁乘坐的记6分，罚300元。,4aa5b28cjw1e0ilv1gwdnj.jpg,fake,9
雅安一位叫徐敬的21岁女孩，请速回雅安水城县人民医院，妈妈伤得很严重，想见她最后一面，爸爸号码：15193383486。&nbsp;&nbsp;一名中学生，叫周榆棍，17岁，请速回平山县医院，妈妈伤的很严重，想见她最后一面，爸爸号码：18332383039爱心接力转起来 我在:2Wilkie Rd,7330958fjw1e3w9hww8jbj20hs0hs3zh.jpg,fake,9
宝贝一路走好，一只救了32条人命的搜救犬牺牲了，同样是生命，为它默哀吧！昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当战士们将其挖出的时候，发现军犬的内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人负责人李指导像失去孩子般失声痛哭,6ce86dd3jw1e3xqddr4jvj20hs0a80u9.jpg,fake,8
寻人启事联系人汪永超 15009210659。有线索酬金100万 帮忙扩散，今天上午一个2多岁小男孩在浙江嘉兴阳光小区附近被人拐走了，小男孩能说出他的名字……王鹤从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下,7a1c1eccjw1etgbvgdsrjj20qo0zkgtv.jpg,fake,6
洛阳五旬老妇裸体喊冤 被强制带离 - 3月20日，河南洛阳，57岁的妇人孙爱云脱光衣服站在法院的车上喊冤。据悉，20年前她的弟弟孙宪民被杀害，凶手至今逍遥法外，她自己反而因为告状而多次被拘留劳教。有网友感叹：在... O网页链接,8d5f4fa2jw1e311xwqdlcj.jpg,fake,6
"[转]选牙膏有学问！赶紧检查一下你家里的牙膏，如果是黑色条赶紧扔掉！大家请留心,注意牙膏管反面底部的颜色条,尽量选择绿色和蓝！绿色:纯天然；蓝色:天然+药物；红色:天然+化学成分；黑色:纯化学。国内的牙膏包括儿童牙膏居然大多都是化学的，太过分！",4db6a4dfgw1e4w0alm5g8j20g40lrmzm.jpg,fake,3
"购买牙膏请注意！牙膏底部的短线：绿色天然的，蓝色天然加药物，红色药物加化学，黑色纯化学, 让更多的人看见，第三次发555555 @内涵段子 O网页链接",98fe3103jw1e5nk42tyibj20m80gotce.jpg,fake,3
中国著名表演艺术家、中国一级演员 赵本山 于2013年4月3日晚23时在北京协和医院突发心肌梗塞，由于抢救不及时身亡，享年64岁。　赵本山老师一生演绎了无数经典的小品、影视作品。曾连续22年登上“央视春晚”，连续15年荣获“春晚小品王”称号，被誉为东方的“卓别林。,65255786jw1e3emawmvu3j.jpg,fake,6
请大家注意市中医院王晓燕主任真心的呼吁：有小宝贝的朋友，小孩发热不要用尼美舒利颗粒退热，商品名瑞芝清，工作以来遇见五例这样的病人，发生瑞氏综合症，四个抢救无效死亡！昨夜又一个小天使离开，希望告诉朋友，此药禁止十二岁以下的儿童使用，不要到药店或私人诊所随意用药。 2G2001太原绕城高速,857c0bffjw1ek0tz6tonxj20xc18gq8h.jpg,fake,8
河南一妇女为了给孩子凑钱治病，上街卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避，城管还不肯放过她，要她把非法所得也交出来，她百般向城管哀求，这是孩子的救命钱，城管丝毫不为所动，不交钱就不许上岸，妇女在水中冻了两个小时，最后昏死过去,416b8481jw1e0obxyt8qrj.jpg,fake,8
#善意提醒#现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。大家注意一下啦！,6a408df9jw1es81hy43roj207k0a03yn.jpg,fake,1
【中国红十字会总会是唯一不加入国际红十字会的会员国】加入国际红十字会就必须在人事安排、行动、管理等方面符合国际规格，且账目必须向国际红十字会公开，有司认为这是干涉我国内政。我们这个隶属于民政部的红十字会是山寨的。【81%三公预算用于出国，他们出国去干嘛？】O网页链接,4659d332gw1e3y64bzxs7j20c80aet9n.jpg,fake,3
分享自老绥远韩氏QQ9367290&nbsp;&nbsp;《[转贴]湖南张家界纪委书记汪业元同志认为网... - hw1970 于 2012/9/24 8:16:36 发布在 凯迪社区 &gt; 猫眼看人&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;共禅娟V&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;‘暴民’又有爆...&nbsp;&nbsp;(来自 @头条博客) -&nbsp;&nbsp;&nbsp;O网页链接,40dff685jw1dx7hjzc5xaj.jpg,fake,9
刚发的紧急通知：! 妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转！,741b2e57jw1ervq9scr17j20hs0gsaa6.jpg,fake,1
寻人启事&nbsp;&nbsp;帮忙扩散，今天上午一个三岁多小女孩在安徽巢湖沃尔玛附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 联系人 张静杰13759695559,6bdf4ce4jw1ep7v6xvwq7j20f00qot96.jpg,fake,6
新华社沈阳2013年3月5日电：曾为雷锋拍摄200多张照片的沈阳军区原工程兵政治部宣传助理员张峻，3月5日下午在沈阳军区学雷锋座谈会上发言将结束时说：我向毛主席保证，今天讲的一切都是真实的。要有半句假话，立刻就死。结果一语成谶！当场心脏病发，经抢救无效，不幸去世。,7d410493jw1ee56xiilqzj20dc0m8acc.jpg,fake,2
【中国双休日的来历】1994年前后，中美入世谈判最艰难的时刻，美方突然向中方提出：在全世界都实行双休日的今天，中国必须尊重人权，也给中国人双休日，并把这一项作为入世条件之一。 1995年5月1日后起中国开始实行双休日工作制。PS:万恶的美帝啊！,7bcf8be7jw1e7bj9m3o57j20jj0sgwhb.jpg,fake,2
#跨栏内幕#刘翔的7步上篮法是针对起跑点到第一个高栏的距离13.72米，英国人把第一个高栏改到了13.85米的距离所以刘翔第一脚就踩栏了，这也是导致最后小组有4个人踩栏摔倒。今年110米栏，每个栏高了4.3㎝，原因是奥组萎考虑到了比赛时下雨刮风的可能性，在栏底增加了吸水的材料，却忘了降低栏的高度。,a93efc67jw1dvqa4wk6u2j.jpg,fake,6
央巡视组/纪检监察组驻进徐州和各县市 组 长 郭亮：手机号： 副组长 曾志勇：手机号： 15801360139 副组长 白海军：手机号：。&nbsp;&nbsp;主 任 张雁冰：手机号：。亲们 请帮忙转发，举报贪官的时候到了，有冤的伸冤，无冤的转发为别人 做点好事@直播邳州 @邳州人民COM&nbsp;&nbsp;@印象邳州 @邳州 2徐州·肯德基(邳州时代店),6ace5a3djw1eohowxk5jyj20hs0vk0x1.jpg,fake,2
朋友刚刚在临沂东方广场捡到一个钱包，里面有身份证刘耀峰，卡6多张，现金6000左右，高铁车票一张，车票是17号的的。 失主请联系:15969952874 大家帮忙扩散。 赠人玫瑰，手留余香。必须转，正能量！ @临沂美食帮 @临沂新闻 @网易新闻临沂站 @临沂大小事 2高新区俄黄路,75dd1941jw1eptyrtblxfj20c8085aai.jpg,fake,9
妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转！,005CyLZojw1ervou5mbk4j30go0mgacy.jpg,fake,1
妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的紧急转一下&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;,69635b96jw1er090isim2j20ku0rsjva.jpg,fake,1
🍏🍏🍏地震后，见到救援人员的大熊猫生怕他们离开，紧紧地抱住救援者，兽犹如此，人何以堪？有的网友写道：真感人了，心痛的不行。🍇🍇🍇,3e69a5e5jw1e3wjtffog0j20hs0iwmzh.jpg,fake,8
@张国庆看天下:澳大利亚朋友刚刚来信：飞机找到了，在澳大利亚佩斯方向，公海。残片。打捞一个主要部件，能确认无疑就是MH370，其它放弃，转而找黑匣子和驾驶舱录音器。法航447也是这么干的，空客330A跟777差不多大小澳大利亚晚上7点整的新闻，澳海军已派艇过去了。,593b0e71tw1eem5eyrmqcj20c8099mxq.jpg,fake,2
今天在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记！此次埃博拉极可能发展为比非典SARS更可怕的瘟疫。中国人口密集，很令人担忧，请转发一下,ab74c315jw1elj84ko739j20hs0vkjt7.jpg,fake,8
"【中美领导的风度对比】 中国领导和姚明一家合影，领导们当仁不让的站到了姚明一家的前排中间，姚明的母亲几乎被挡住,第二批上来的是姚明火箭队的美国领导，把前排中间位置留给姚明老婆和母亲...",3f9c56fcjw1dw6xqy99zwj.jpg,fake,8
【法院无底线】湖南长沙一位小朋友上学路上捡到3万元，原地不动等失主，结果被人冒领。不知情的孩子到学校告知老师，被表扬，好人好事很快传开。真失主听说后，找上门要钱未果，竟然把孩子告上法庭。法院判决孩子家长赔偿6000元，气得家长大骂孩子：谁让你手贱捡那钱！@雾满拦江@李东升,6ac256f5jw1e4i5xi246qj20go0sg40p.jpg,fake,8
【幼女遭老师强奸大出血３小时】如果 此案仍以嫖宿幼妓判处，你的心理底线会怎样：河南南阳宛城区红泥湾镇一7岁二年级女生明明(化名)放学后被班主任老师刘翔宇叫到办公室，１个小时后回到家神情异常，伴有下身大出血。自述班主任刘翔宇让她脱掉裤子... O网页链接 via@张小云,7fe1a513gw1dtniz3l1xaj.jpg,fake,6
【酒吧一帅气男子当场被阉割】案发现场莉莉玛莲酒吧，一白色保时捷上下来四人进入该酒吧将一男子当场阉割，场面极为惨烈及壮观，鸡毁人亡。睡了不该睡的女人。大家引以为戒吧，別乱睡別人的女人 是要付出代价的。via：安ANGEL其,7188ed7ejw1dzz0gupoatj.jpg,fake,8
“请不要给宝宝喝‘爽歪歪’和有添加剂的牛奶饮料……妇幼保健院提示您……（牛奶饮料）都含有肉毒杆菌，现在紧急召回。” 我发表了文章 O“爽歪歪”等含肉毒杆菌？假的！,300d9c212c67deb0f8acf7c26ff178c9.jpg,fake,1
妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！ （本信息为转发）&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2贺州市八步区,0064hKZWjw1er0xk1j50tj30f00qo3zs.jpg,fake,1
动刀枪者死于刀枪！ 严少雄4 : 重庆这回又出名了【周克华生死不明】近日，某组织调查员从段志鹏的同学同事和亲友处，直级而非间接地，得到了不容置疑和最明确的答覆：“段志鹏，死了！”而周克华生死不明。现场死者是湖南省长沙市雨花公安分局雨花派出所的民警段志鹏。图为段父母喊冤，段父是资深警官,59b15947jw1e7kr8x0nocj20c70goq58.jpg,fake,8
真实案件！酒吧一帅气男子当场被阉割 案发现场莉莉玛莲酒吧，一白色保时捷上下来四人进入该酒吧将一男子当场阉割，场面极为惨烈及壮观，鸡毁人亡。睡了不该睡的人。坑爹呀~大家引以为戒吧~別亂睡別人的人，插入别人感情，强别人人的是要付出代价的~,8f432625jw1dzx3vcvie7j.jpg,fake,8
紧急通知：现在得白血病的小孩越来越多 大石桥市中心医院 提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！（国际妇保办宣）,87404d7fjw1ewvtho5i2jj20hs0nojtu.jpg,fake,1
【谁的青春里没个诺基亚？】08年汶川地震，诺基亚捐5000万，苹果40万，三星一分没有；13年雅安地震，苹果捐5000万，三星捐6000万，诺基亚捐100万和4000部手机……诺基亚2013年一季财报净亏损1.5亿欧元…”看到这些，小编也有些不好受，谁的青春里没个诺基亚？！「重庆商报」,4aa5b28ctw1e45b1zpokdj20bj07it96.jpg,fake,9
【请记住：轮奸要第一个上！】李双江之子李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上！,81a20d8djw1e2ltjp1ox1j.jpg,fake,0
牙膏底部的短线，绿色是天然的，蓝色是天然加药物，红色是药物加化学，黑色是纯化学。,a2a48754jw1e8rj3es9inj20cs0cs0ts.jpg,fake,3
【政协委员提议恢复大清王朝】 康熙十世孙、广州政协委员金复新表示，他准备走遍中国收集100万人签名，向全国人大请愿，在中国恢复君主制。恢复清皇室，并打算给20多个仍保留君主制的国家写信寻求支持。为彰显龙裔身份，其日常用品、服装更是非黄色不选，并日夜盼望能住进故宫。,6207aadfjw1dunb5ldv3rj.jpg,fake,2
中国残联主席张海迪是德国公民的消息正在微博热传，微博上已经有人强烈要求“德国公民张海迪”辞去中国残联主席的公职，并大声质问张海迪：“到底是哪国人，请出示您的护照”。同时大家也发出质疑：一个主权国家的残联主席为何由外国人来担任？在中国到底还有多少这样的外籍官员？------求证！,667510a3gw1dz9bggbzdqj.jpg,fake,2
大家好，她叫胡云星，女，6岁，运城人。她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼! 她爸妈整天哭着跪在街上乞讨为她治病。可惜一天只能乞讨几十来块。可医药费要10多万。希望大家能帮帮她，救救这个可怜的孩子。胡云星父亲电话：13623590309,41e57f05jw1eontdrkq0zj205k0973yn.jpg,fake,9
【人间惨剧】不能忘却的历史：1984年12月3日晨，印度博帕尔市的联合碳化物有限公司一P~X项目发生氰化物泄漏，覆盖方圆60公里。2.5万人直接致死，55万人间接致死，另外有20多万人永久残废的人间惨剧。现在，当地居民仍然要忍受癌症及胎儿畸形的折磨。@宁波发布,464c1f95jw1dyb0x9cvp9j.jpg,fake,9
北京开车族注意：今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100， 晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。,8c3a280djw1dtsqcyz0o3j.jpg,fake,9
